DoisIrmãosdoTocantins;TO;7198
Dueré;TO;4686
Esperantina;TO;10996
Fátima;TO;3835
Figueirópolis;TO;5263
Filadélfia;TO;8856
FormosodoAraguaia;TO;18440
FortalezadoTabocão;TO;2589
Goianorte;TO;5123
Goiatins;TO;13019
Guaraí;TO;25923
Gurupi;TO;86647
Ipueiras;TO;2015
Itacajá;TO;7433
Itaguatins;TO;5864
Itapiratins;TO;3777
ItaporãdoTocantins;TO;2427
JaúdoTocantins;TO;3849
Juarina;TO;2193
LagoadaConfusão;TO;13357
LagoadoTocantins;TO;4316
Lajeado;TO;3134
Lavandeira;TO;1923
Lizarda;TO;3740
Luzinópolis;TO;3108
MarianópolisdoTocantins;TO;5175
Mateiros;TO;2684
MaurilândiadoTocantins;TO;3426
MiracemadoTocantins;TO;18248
Miranorte;TO;13434
MontedoCarmo;TO;7947
MonteSantodoTocantins;TO;2279
PalmeirasdoTocantins;TO;6658
Muricilândia;TO;3551
Natividade;TO;9244
Nazaré;TO;3898
NovaOlinda;TO;11819
NovaRosalândia;TO;4260
NovoAcordo;TO;4342
NovoAlegre;TO;2332
NovoJardim;TO;2722
OliveiradeFátima;TO;1112
Palmeirante;TO;6026
Palmeirópolis;TO;7659
ParaísodoTocantins;TO;51252
Paranã;TO;10449
PauD'Arco;TO;4849
PedroAfonso;TO;13578
Peixe;TO;11749
Pequizeiro;TO;5477
Colméia;TO;8205
PindoramadoTocantins;TO;4447
Piraquê;TO;3028
Pium;TO;7654
PonteAltadoBomJesus;TO;4596
PonteAltadoTocantins;TO;8039
PortoAlegredoTocantins;TO;3139
PortoNacional;TO;53010
PraiaNorte;TO;8432
PresidenteKennedy;TO;3684
Pugmil;TO;2688
Recursolândia;TO;4293
Riachinho;TO;4645
RiodaConceição;TO;2130
RiodosBois;TO;2834
RioSono;TO;6478
Sampaio;TO;4711
Sandolândia;TO;3375
SantaFédoAraguaia;TO;7512
SantaMariadoTocantins;TO;3434
SantaRitadoTocantins;TO;2365
SantaRosadoTocantins;TO;4829
SantaTerezadoTocantins;TO;2866
SantaTerezinhadoTocantins;TO;2529
SãoBentodoTocantins;TO;5324
SãoFélixdoTocantins;TO;1585
SãoMigueldoTocantins;TO;12139
SãoSalvadordoTocantins;TO;3082
SãoSebastiãodoTocantins;TO;4805
SãoValério;TO;3960
Silvanópolis;TO;5403
SítioNovodoTocantins;TO;9029
Sucupira;TO;1966
Taguatinga;TO;16683
TaipasdoTocantins;TO;2148
Talismã;TO;2793
Palmas;TO;299127
Tocantínia;TO;7545
Tocantinópolis;TO;22870
Tupirama;TO;1891
Tupiratins;TO;2671
Wanderlândia;TO;11683
Xambioá;TO;11540
Açailândia;MA;112445
AfonsoCunha;MA;6524
ÁguaDocedoMaranhão;MA;12571
Alcântara;MA;22097
AldeiasAltas;MA;26532
AltamiradoMaranhão;MA;8128
AltoAlegredoMaranhão;MA;27053
AltoAlegredoPindaré;MA;31919
AltoParnaíba;MA;11190
AmapádoMaranhão;MA;6962
AmarantedoMaranhão;MA;41435
Anajatuba;MA;26803
Anapurus;MA;15732
Apicum-Açu;MA;17239
Araguanã;MA;15426
Araioses;MA;46440
Arame;MA;32701
Arari;MA;29848
Axixá;MA;12130
Bacabal;MA;104949
Bacabeira;MA;17055
Bacuri;MA;18582
Bacurituba;MA;5644
Balsas;MA;94887
BarãodeGrajaú;MA;18820
BarradoCorda;MA;88212
Barreirinhas;MA;62528
Belágua;MA;7469
BelaVistadoMaranhão;MA;11209
BeneditoLeite;MA;5632
Bequimão;MA;21280
BernardodoMearim;MA;6043
BoaVistadoGurupi;MA;9287
BomJardim;MA;41630
BomJesusdasSelvas;MA;34028
BomLugar;MA;16294
Brejo;MA;36397
BrejodeAreia;MA;9188
Buriti;MA;28678
BuritiBravo;MA;23884
Buriticupu;MA;72358
Buritirana;MA;15430
CachoeiraGrande;MA;9431
Cajapió;MA;11177
Cajari;MA;19379
CampestredoMaranhão;MA;14374
CândidoMendes;MA;20178
Cantanhede;MA;21995
CapinzaldoNorte;MA;10934
Carolina;MA;24322
Carutapera;MA;23807
Caxias;MA;164880
Cedral;MA;10675
CentraldoMaranhão;MA;8673
CentrodoGuilherme;MA;13458
CentroNovodoMaranhão;MA;21622
Chapadinha;MA;79675
Cidelândia;MA;14697
Codó;MA;122859
CoelhoNeto;MA;49435
Colinas;MA;41178
ConceiçãodoLago-Açu;MA;16237
Coroatá;MA;65296
Cururupu;MA;32695
Davinópolis;MA;12908
DomPedro;MA;23350
DuqueBacelar;MA;11349
Esperantinópolis;MA;17241
Estreito;MA;41946
FeiraNovadoMaranhão;MA;8504
FernandoFalcão;MA;10360
FormosadaSerraNegra;MA;19089
FortalezadosNogueiras;MA;12631
Fortuna;MA;15552
GodofredoViana;MA;11819
GonçalvesDias;MA;17934
GovernadorArcher;MA;10840
GovernadorEdisonLobão;MA;18296
GovernadorEugênioBarros;MA;16828
GovernadorLuizRocha;MA;7807
GovernadorNewtonBello;MA;10180
GovernadorNunesFreire;MA;25577
GraçaAranha;MA;6262
Grajaú;MA;69527
Guimarães;MA;12030
HumbertodeCampos;MA;28717
Icatu;MA;27113
IgarapédoMeio;MA;14177
IgarapéGrande;MA;11320
Imperatriz;MA;258682
ItaipavadoGrajaú;MA;16057
ItapecuruMirim;MA;68203
ItingadoMaranhão;MA;26000
Jatobá;MA;10153
JenipapodosVieiras;MA;16515
JoãoLisboa;MA;23632
Joselândia;MA;16168
JuncodoMaranhão;MA;3432
LagodaPedra;MA;50266
LagodoJunco;MA;10840
LagoVerde;MA;16257
LagoadoMato;MA;11250
LagodosRodrigues;MA;8873
LagoaGrandedoMaranhão;MA;11394
LajeadoNovo;MA;7550
LimaCampos;MA;11893
Loreto;MA;12157
LuísDomingues;MA;6951
MagalhãesdeAlmeida;MA;19826
Maracaçumé;MA;21395
MarajádoSena;MA;7792
Maranhãozinho;MA;16265
MataRoma;MA;16829
Matinha;MA;23370
Matões;MA;33782
MatõesdoNorte;MA;16745
MilagresdoMaranhão;MA;8464
Mirador;MA;21015
MirandadoNorte;MA;28381
Mirinzal;MA;14962
Monção;MA;33434
MontesAltos;MA;9160
Morros;MA;19433
NinaRodrigues;MA;14454
NovaColinas;MA;5384
NovaIorque;MA;4683
NovaOlindadoMaranhão;MA;20928
Olhod'ÁguadasCunhãs;MA;19505
OlindaNovadoMaranhão;MA;14701
PaçodoLumiar;MA;122197
Palmeirândia;MA;19722
Paraibano;MA;21386
Parnarama;MA;34907
PassagemFranca;MA;19019
PastosBons;MA;19472
PaulinoNeves;MA;16035
PauloRamos;MA;21040
Pedreiras;MA;39229
PedrodoRosário;MA;25144
Penalva;MA;38470
PeriMirim;MA;14318
Peritoró;MA;23196
Pindaré-Mirim;MA;32941
Pinheiro;MA;83387
PioXII;MA;21485
Pirapemas;MA;18625
PoçãodePedras;MA;17873
PortoFranco;MA;23885
PortoRicodoMaranhão;MA;5975
PresidenteDutra;MA;47804
PresidenteJuscelino;MA;12734
PresidenteMédici;MA;7015
PresidenteSarney;MA;18918
PresidenteVargas;MA;11193
PrimeiraCruz;MA;15315
Raposa;MA;30761
Riachão;MA;20195
RibamarFiquene;MA;7791
Rosário;MA;42740
Sambaíba;MA;5671
SantaFilomenadoMaranhão;MA;7773
SantaHelena;MA;42130
SantaInês;MA;89044
SantaLuzia;MA;72667
SantaLuziadoParuá;MA;25254
SantaQuitériadoMaranhão;MA;25642
SantaRita;MA;37855
SantanadoMaranhão;MA;13386
SantoAmarodoMaranhão;MA;15846
SantoAntôniodosLopes;MA;14528
SãoBeneditodoRioPreto;MA;18663
SãoBento;MA;45211
SãoBernardo;MA;28507
SãoDomingosdoAzeitão;MA;7392
SãoDomingosdoMaranhão;MA;34376
SãoFélixdeBalsas;MA;4585
SãoFranciscodoBrejão;MA;11798
SãoFranciscodoMaranhão;MA;12210
SãoJoãoBatista;MA;20665
SãoJoãodoCarú;MA;15808
SãoJoãodoParaíso;MA;11177
SãoJoãodoSoter;MA;18543
SãoJoãodosPatos;MA;25929
SãoJosédeRibamar;MA;177687
SãoJosédosBasílios;MA;7641
SãoLuís;MA;1101884
SãoLuísGonzagadoMaranhão;MA;18856
SãoMateusdoMaranhão;MA;41529
SãoPedrodaÁguaBranca;MA;12690
SãoPedrodosCrentes;MA;4668
SãoRaimundodasMangabeiras;MA;18868
SãoRaimundodoDocaBezerra;MA;5237
SãoRoberto;MA;6719
SãoVicenteFerrer;MA;22247
Satubinha;MA;13914
SenadorAlexandreCosta;MA;11141
SenadorLaRocque;MA;14293
SerranodoMaranhão;MA;10253
SítioNovo;MA;18081
SucupiradoNorte;MA;10636
SucupiradoRiachão;MA;5660
TassoFragoso;MA;8521
Timbiras;MA;29124
Timon;MA;169107
TrizideladoVale;MA;21998
Tufilândia;MA;5840
Tuntum;MA;41832
Turiaçu;MA;35604
Turilândia;MA;25619
Tutóia;MA;58860
UrbanoSantos;MA;33122
VargemGrande;MA;56510
Viana;MA;52441
VilaNovadosMartírios;MA;13392
VitóriadoMearim;MA;32764
VitorinoFreire;MA;31523
ZéDoca;MA;51714
Acauã;PI;7084
Agricolândia;PI;5139
ÁguaBranca;PI;17411
AlagoinhadoPiauí;PI;7651
AlegretedoPiauí;PI;4915
AltoLongá;PI;14304
Altos;PI;40524
AlvoradadoGurguéia;PI;5419
Amarante;PI;17598
AngicaldoPiauí;PI;6788
AnísiodeAbreu;PI;9880
AntônioAlmeida;PI;3164
Aroazes;PI;5835
AroeirasdoItaim;PI;2551
Arraial;PI;4727
AssunçãodoPiauí;PI;7846
AvelinoLopes;PI;11289
BaixaGrandedoRibeiro;PI;11586
BarraD'Alcântara;PI;3951
Barras;PI;47066
BarreirasdoPiauí;PI;3348
BarroDuro;PI;7032
Batalha;PI;26857
BelaVistadoPiauí;PI;4015
BelémdoPiauí;PI;3566
Beneditinos;PI;10467
Bertolínia;PI;5501
BetâniadoPiauí;PI;6205
BoaHora;PI;6781
Bocaina;PI;4500
BomJesus;PI;25179
BomPrincípiodoPiauí;PI;5630
BonfimdoPiauí;PI;5670
BoqueirãodoPiauí;PI;6407
Brasileira;PI;8329
BrejodoPiauí;PI;3875
BuritidosLopes;PI;19781
BuritidosMontes;PI;8244
CabeceirasdoPiauí;PI;10586
CajazeirasdoPiauí;PI;3559
CajueirodaPraia;PI;7642
CaldeirãoGrandedoPiauí;PI;5776
CampinasdoPiauí;PI;5613
CampoAlegredoFidalgo;PI;5045
CampoGrandedoPiauí;PI;5943
CampoLargodoPiauí;PI;7279
CampoMaior;PI;46833
Canavieira;PI;3950
CantodoBuriti;PI;21187
CapitãodeCampos;PI;11417
CapitãoGervásioOliveira;PI;4100
Caracol;PI;10916
CaraúbasdoPiauí;PI;5868
CaridadedoPiauí;PI;5067
CastelodoPiauí;PI;19716
Caxingó;PI;5424
Cocal;PI;27787
CocaldeTelha;PI;4891
CocaldosAlves;PI;6153
Coivaras;PI;4020
ColôniadoGurguéia;PI;6484
ColôniadoPiauí;PI;7656
ConceiçãodoCanindé;PI;4803
CoronelJoséDias;PI;4682
Corrente;PI;26644
CristalândiadoPiauí;PI;8294
CristinoCastro;PI;10423
Curimatá;PI;11388
Currais;PI;4954
Curralinhos;PI;4443
CurralNovodoPiauí;PI;5343
DemervalLobão;PI;13817
DirceuArcoverde;PI;7011
DomExpeditoLopes;PI;6904
DomingosMourão;PI;4355
DomInocêncio;PI;9556
ElesbãoVeloso;PI;14602
EliseuMartins;PI;4915
Esperantina;PI;39737
FarturadoPiauí;PI;5307
FloresdoPiauí;PI;4463
FlorestadoPiauí;PI;2558
Floriano;PI;59935
Francinópolis;PI;5348
FranciscoAyres;PI;4348
FranciscoMacedo;PI;3184
FranciscoSantos;PI;9319
Fronteiras;PI;11625
Geminiano;PI;5442
Gilbués;PI;10690
Guadalupe;PI;10499
Guaribas;PI;4562
HugoNapoleão;PI;3877
IlhaGrande;PI;9426
Inhuma;PI;15308
IpirangadoPiauí;PI;9811
IsaíasCoelho;PI;8549
Itainópolis;PI;11530
Itaueira;PI;11019
JacobinadoPiauí;PI;5741
Jaicós;PI;19104
JardimdoMulato;PI;4504
JatobádoPiauí;PI;4865
Jerumenha;PI;4452
JoãoCosta;PI;3008
JoaquimPires;PI;14354
JocaMarques;PI;5443
JosédeFreitas;PI;39208
JuazeirodoPiauí;PI;5478
JúlioBorges;PI;5627
Jurema;PI;4763
LagoinhadoPiauí;PI;2845
LagoaAlegre;PI;8542
LagoadoBarrodoPiauí;PI;4655
LagoadeSãoFrancisco;PI;6758
LagoadoPiauí;PI;4064
LagoadoSítio;PI;5177
LandriSales;PI;5295
LuísCorreia;PI;30311
Luzilândia;PI;25486
Madeiro;PI;8310
ManoelEmídio;PI;5349
Marcolândia;PI;8492
MarcosParente;PI;4549
MassapêdoPiauí;PI;6441
MatiasOlímpio;PI;10936
MiguelAlves;PI;33760
MiguelLeão;PI;1246
MiltonBrandão;PI;6613
MonsenhorGil;PI;10564
MonsenhorHipólito;PI;7749
MonteAlegredoPiauí;PI;10613
MorroCabeçanoTempo;PI;4532
MorrodoChapéudoPiauí;PI;6796
MuricidosPortelas;PI;9159
NazarédoPiauí;PI;7339
Nazária;PI;8570
NossaSenhoradeNazaré;PI;4870
NossaSenhoradosRemédios;PI;8692
NovoOrientedoPiauí;PI;6565
NovoSantoAntônio;PI;2991
Oeiras;PI;37029
OlhoD'ÁguadoPiauí;PI;2459
PadreMarcos;PI;6868
PaesLandim;PI;4129
PajeúdoPiauí;PI;3389
PalmeiradoPiauí;PI;5043
Palmeirais;PI;14539
Paquetá;PI;3945
Parnaguá;PI;10791
Parnaíba;PI;153078
PassagemFrancadoPiauí;PI;4313
PatosdoPiauí;PI;6392
PauD'ArcodoPiauí;PI;4045
Paulistana;PI;20523
Pavussu;PI;3677
PedroII;PI;38742
PedroLaurentino;PI;2536
NovaSantaRita;PI;4374
Picos;PI;78222
Pimenteiras;PI;12127
PioIX;PI;18425
Piracuruca;PI;28791
Piripiri;PI;63742
Porto;PI;12568
PortoAlegredoPiauí;PI;2710
PratadoPiauí;PI;3151
QueimadaNova;PI;8992
RedençãodoGurguéia;PI;8778
Regeneração;PI;17978
RiachoFrio;PI;4312
RibeiradoPiauí;PI;4477
RibeiroGonçalves;PI;7341
RioGrandedoPiauí;PI;6432
SantaCruzdoPiauí;PI;6240
SantaCruzdosMilagres;PI;4019
SantaFilomena;PI;6253
SantaLuz;PI;5860
SantanadoPiauí;PI;4634
SantaRosadoPiauí;PI;5257
SantoAntôniodeLisboa;PI;6415
SantoAntôniodosMilagres;PI;2161
SantoInáciodoPiauí;PI;3798
SãoBrazdoPiauí;PI;4448
SãoFélixdoPiauí;PI;2942
SãoFranciscodeAssisdoPiauí;PI;5755
SãoFranciscodoPiauí;PI;6423
SãoGonçalodoGurguéia;PI;3041
SãoGonçalodoPiauí;PI;5015
SãoJoãodaCanabrava;PI;4608
SãoJoãodaFronteira;PI;6042
SãoJoãodaSerra;PI;6139
SãoJoãodaVarjota;PI;4840
SãoJoãodoArraial;PI;7989
SãoJoãodoPiauí;PI;20601
SãoJosédoDivino;PI;5346
SãoJosédoPeixe;PI;3745
SãoJosédoPiauí;PI;6705
SãoJulião;PI;6363
SãoLourençodoPiauí;PI;4573
SãoLuisdoPiauí;PI;2644
SãoMigueldaBaixaGrande;PI;2452
SãoMigueldoFidalgo;PI;3039
SãoMigueldoTapuio;PI;17662
SãoPedrodoPiauí;PI;14291
SãoRaimundoNonato;PI;34710
SebastiãoBarros;PI;3469
SebastiãoLeal;PI;4294
SigefredoPacheco;PI;10041
Simões;PI;14633
SimplícioMendes;PI;12711
SocorrodoPiauí;PI;4569
Sussuapara;PI;6730
TamborildoPiauí;PI;2919
TanquedoPiauí;PI;2765
Teresina;PI;864845
União;PI;44485
Uruçuí;PI;21558
ValençadoPiauí;PI;20918
VárzeaBranca;PI;4947
VárzeaGrande;PI;4391
VeraMendes;PI;3077
VilaNovadoPiauí;PI;2971
WallFerraz;PI;4462
Abaiara;CE;11737
Acarape;CE;14929
Acaraú;CE;62641
Acopiara;CE;54270
Aiuaba;CE;17399
Alcântaras;CE;11714
Altaneira;CE;7586
AltoSanto;CE;17146
Amontada;CE;43452
AntoninadoNorte;CE;7353
Apuiarés;CE;14600
Aquiraz;CE;80271
Aracati;CE;74547
Aracoiaba;CE;26469
Ararendá;CE;10935
Araripe;CE;21600
Aratuba;CE;11847
Arneiroz;CE;7840
Assaré;CE;23417
Aurora;CE;24654
Baixio;CE;6288
Banabuiú;CE;18197
Barbalha;CE;60781
Barreira;CE;22425
Barro;CE;22680
Barroquinha;CE;15017
Baturité;CE;35750
Beberibe;CE;53573
BelaCruz;CE;32591
BoaViagem;CE;54470
BrejoSanto;CE;49477
Camocim;CE;63661
CamposSales;CE;27426
Canindé;CE;76997
Capistrano;CE;17738
Caridade;CE;22547
Cariré;CE;18448
Caririaçu;CE;26965
Cariús;CE;18699
Carnaubal;CE;17606
Cascavel;CE;71743
Catarina;CE;20698
Catunda;CE;10342
Caucaia;CE;361400
Cedro;CE;25557
Chaval;CE;13069
Choró;CE;13521
Chorozinho;CE;20264
Coreaú;CE;23136
Crateús;CE;75074
Crato;CE;132123
Croatá;CE;18063
Cruz;CE;24827
DeputadoIrapuanPinheiro;CE;9625
Ererê;CE;7198
Eusébio;CE;53618
FariasBrito;CE;19450
Forquilha;CE;24218
Fortaleza;CE;2669342
Fortim;CE;16480
Frecheirinha;CE;14072
GeneralSampaio;CE;7618
Graça;CE;14399
Granja;CE;54748
Granjeiro;CE;4844
Groaíras;CE;11068
Guaiúba;CE;26064
GuaraciabadoNorte;CE;40642
Guaramiranga;CE;5193
Hidrolândia;CE;19978
Horizonte;CE;67337
Ibaretama;CE;13353
Ibiapina;CE;24997
Ibicuitinga;CE;12525
Icapuí;CE;19934
Icó;CE;68018
Iguatu;CE;102498
Independência;CE;26178
